route_id,agency_id,route_short_name,route_long_name,route_desc,route_type,route_url,route_color,route_text_color,route_sort_order
813-224,1,813,"Ravena Shopping Bus","Ravena Shopping Shuttle, between Ravena, Colonie Center and Crossgates Mall (Tuesdays only)",3,https://www.cdta.org/schedules-route-detail?route_id=813,663300,FFFFFF,139
815-224,1,815,"Troy Shopping Bus","Troy Shopping Shuttle, between Troy to Downtown Troy and Brunswick Walmart (Wednesdays only)",3,https://www.cdta.org/schedules-route-detail?route_id=815,663300,FFFFFF,140
821-224,1,821,"North Greenbush Shopping Bus","North Greenbush Shoppers Shuttle, between St Jude Snior Apartments and Walmart Rensselaer Plaza (Thursdays only)",3,https://www.cdta.org/schedules-route-detail?route_id=821,663300,FFFFFF,141
830-224,1,830,"Schenectady Shopping Bus","Downtown Schenectady, Rivers Casino, Mohawk Commons, Glenville Walmart (1st & 3rd Tuesday of each month)",3,https://www.cdta.org/schedules-route-detail?route_id=830,663300,FFFFFF,142
840-224,1,840,"Saratoga Stonequist Shopper Bus","Saratoga Springs Shoppers Shuttle, between Downtown Saratoga, Walmart and Wilton Mall (Tuesdays only)",3,https://www.cdta.org/schedules-route-detail?route_id=840,663300,FFFFFF,143
872-224,1,872,"Albany County Nature Bus","Nature Bus will run every Saturday, with service starting on May 25, 2024, and running through October 05, 2024, bringing Albany residents to some of the regions most scenic outdoor destinations.",3,https://www.cdta.org/schedules-route-detail?route_id=872,663300,FFFFFF,144
873-224,1,873,"Schenectady County Nature Bus- (summer only)","Between Sch'dy, Collins Park, Reist Preserve & Albany Discovery Center",3,https://www.cdta.org/schedules-route-detail?route_id=873,663300,FFFFFF,145
875-224,1,875,"Saratoga Summer Trolley","Saratoga Springs Summer Trolley (Wed-Sunday-summer only)",3,https://www.cdta.org/schedules-route-detail?route_id=875,008000,FFFFFF,146
876-224,1,876,"Glens Falls Summer Trolley","Lake George Summer Trolley between Glens Falls Ridge St. Terminal via Route 9 to downtown Lake Geroge  (7 days a week-summer only)",3,https://www.cdta.org/schedules-route-detail?route_id=876,A52A2A,FFFFFF,147
877-224,1,877,"Glens Falls Summer Trolley North","Lake George Summer Trolley between Lake George Beach St and Bolton Landing via Fran Cove and Hearthstone (7 days a week-summer only)",3,https://www.cdta.org/schedules-route-detail?route_id=877,A52A2A,FFFFFF,148
905-224,1,905,"BusPlus Red Line","BusPlus+ between Downtown Schenectady and Downtown Albany (7 days a week)",3,https://www.cdta.org/schedules-route-detail?route_id=905,d72c2a,FFFFFF,149
910-224,1,910,"BusPlus Purple Line","BusPlus+ between Crossgates Mall and Downtown Albany (7 days a week)",3,https://www.cdta.org/schedules-route-detail?route_id=910,67309F,FFFFFF,150
922-224,1,922,"BusPlus Blue Line Cohoes to Delaware Station","BusPlus+ between Second Ave in Albany and Van Shaick Island/Downtown Cohoes via Ontario and Remsen Street (7 days a week)",3,https://www.cdta.org/schedules-route-detail?route_id=922,0072ce,FFFFFF,151
923-224,1,923,"BusPlus Blue Line Waterford to Rail Trail Station","BusPlus+, between South Pearl Street in Albany, northern Lansingburgh and Waterford via 2nd Ave and Broad Street (7 days a week)",3,https://www.cdta.org/schedules-route-detail?route_id=923,0072ce,FFFFFF,152
540-208,1,540,"NX - Northway Express","Northway Express- Exits 8,9,11,12,15, Ballston Spa, Downtown Saratoga, South Glens Falls and Corporate Woods (weekdays only)",3,https://www.cdta.org/schedules-route-detail?route_id=540,FFD700,000000,191
560-208,1,560,"Thruway Express","Downtown Amsterdam, Exit 27, and Exit 26 via New York State Thruway to Downtown Albany (weekdays only)",3,https://www.cdta.org/schedules-route-detail?route_id=560,FFFB00,000000,192
821-197,1,821,"North Greenbush Shopping Bus","North Greenbush Shoppers Shuttle, between St Jude Snior Apartments and Walmart Rensselaer Plaza (Thursdays only)",3,https://www.cdta.org/schedules-route-detail?route_id=821,663300,FFFFFF,279
